customer_id,customer_segment,acquisition_channel,customer_state,total_orders_placed,completed_orders,failed_orders,recency_days,customer_tenure_days,total_lifetime_spend,average_order_value,total_units_purchased,discount_sensitivity_pct,category_diversity_count,avg_installments,is_credit_card_user,is_upi_user,avg_csat_score,negative_feedback_count,is_churned,churn_probability,churn_risk_tier,revenue_at_risk
CUST_000079,Corporate,Social Media / Instagram,Maharashtra,4,4,0,32,154,17496.35,4374.09,9,4.18,4,1.0,0,1,4.25,0,0,0.3717,Low Risk (<40%),6503.39
CUST_000080,Consumer,Social Media / Instagram,Uttar Pradesh,2,2,0,446,135,10484.25,5242.13,4,6.57,3,4.5,1,0,5.0,0,1,0.3156,Low Risk (<40%),3308.83
CUST_000081,Consumer,Organic Search,Tamil Nadu,1,1,0,203,0,8123.05,8123.05,1,4.97,1,1.0,0,0,1.0,1,1,0.8276,Critical Risk (>=70%),6722.64
CUST_000082,Consumer,Referral,Karnataka,3,3,0,28,229,10198.25,3399.42,4,6.21,3,1.0,1,1,5.0,0,0,0.3291,Low Risk (<40%),3356.24
CUST_000083,Consumer,Referral,Maharashtra,9,9,0,46,460,29291.65,3254.63,12,5.72,4,3.2222222222222223,1,1,4.44,0,0,0.361,Low Risk (<40%),10574.29
CUST_000084,Corporate,Referral,West Bengal,1,1,0,344,0,548.0,548.0,1,0.0,1,1.0,0,1,5.0,0,1,0.462,Moderate Risk (40-69%),253.18
CUST_000085,SME,Paid Google Ads,Haryana,1,1,0,811,0,898.0,898.0,1,0.0,1,1.0,0,1,1.0,1,1,0.9039,Critical Risk (>=70%),811.7
CUST_000086,Consumer,Organic Search,West Bengal,3,3,0,87,235,16412.2,5470.73,7,3.33,4,1.0,0,1,3.67,1,0,0.44,Moderate Risk (40-69%),7221.37
CUST_000087,Consumer,Organic Search,Haryana,1,1,0,892,0,5094.1,5094.1,4,3.18,3,1.0,0,1,1.0,1,1,0.8964,Critical Risk (>=70%),4566.35
CUST_000088,Consumer,Referral,Tamil Nadu,4,4,0,763,128,21287.1,5321.77,7,1.43,5,2.75,1,1,3.75,1,1,0.6473,Moderate Risk (40-69%),13779.14
CUST_000089,Consumer,Social Media / Instagram,Tamil Nadu,4,4,0,547,357,21472.5,5368.13,6,8.29,4,2.25,1,1,4.0,1,1,0.4934,Moderate Risk (40-69%),10594.53
CUST_000090,Consumer,Organic Search,Gujarat,1,1,0,118,0,2595.1,2595.1,3,2.44,1,1.0,1,0,4.0,0,1,0.6322,Moderate Risk (40-69%),1640.62
CUST_000091,Consumer,Referral,Rajasthan,5,5,0,64,317,14906.25,2981.25,5,4.8,4,2.0,1,1,4.0,0,0,0.4054,Moderate Risk (40-69%),6042.99
CUST_000093,SME,Paid Google Ads,Uttar Pradesh,3,3,0,255,102,2577.3,859.1,3,10.0,3,1.6666666666666667,1,1,3.67,1,1,0.587,Moderate Risk (40-69%),1512.88
CUST_000094,Consumer,Paid Google Ads,West Bengal,4,4,0,246,327,7291.2,1822.8,5,3.81,3,3.5,1,1,4.0,1,1,0.5251,Moderate Risk (40-69%),3828.61
CUST_000095,Consumer,Paid Google Ads,Uttar Pradesh,6,6,0,603,238,20846.6,3474.43,8,7.18,5,1.3333333333333333,1,1,4.17,0,1,0.4494,Moderate Risk (40-69%),9368.46
CUST_000096,Corporate,Paid Google Ads,Haryana,8,7,1,30,263,24055.2,3436.46,8,2.43,3,2.25,1,1,5.0,0,0,0.4015,Moderate Risk (40-69%),9658.16
CUST_000097,SME,Organic Search,Uttar Pradesh,3,3,0,482,223,9170.25,3056.75,6,4.67,4,1.0,0,1,4.33,0,1,0.3727,Low Risk (<40%),3417.75
CUST_000098,Consumer,Social Media / Instagram,Tamil Nadu,3,3,0,412,171,11169.25,3723.08,3,8.21,3,2.6666666666666665,1,1,4.0,0,1,0.3865,Low Risk (<40%),4316.92
CUST_000099,SME,Paid Google Ads,Uttar Pradesh,2,2,0,57,145,8604.5,4302.25,4,12.22,3,3.5,1,1,5.0,0,0,0.3279,Low Risk (<40%),2821.42
CUST_000100,Consumer,Social Media / Instagram,Gujarat,4,4,0,203,103,15548.3,3887.07,6,4.7,3,2.25,1,1,4.75,0,1,0.3773,Low Risk (<40%),5866.37
CUST_000101,Consumer,Organic Search,Maharashtra,5,5,0,313,503,17385.15,3477.03,7,2.46,4,1.0,0,1,4.4,0,1,0.5209,Moderate Risk (40-69%),9055.92
CUST_000102,Consumer,Organic Search,West Bengal,4,4,0,2,256,10152.15,2538.04,5,2.95,4,2.75,1,1,5.0,0,0,0.3792,Low Risk (<40%),3849.7
CUST_000103,Consumer,Email Campaign,Gujarat,4,4,0,78,161,8693.2,2173.3,4,4.62,3,1.0,0,1,4.75,0,0,0.4141,Moderate Risk (40-69%),3599.85
CUST_000104,Consumer,Organic Search,Delhi,1,1,0,654,0,2748.0,2748.0,1,0.0,1,1.0,0,0,1.0,1,1,0.7872,Critical Risk (>=70%),2163.23
CUST_000105,Corporate,Organic Search,Uttar Pradesh,1,1,0,367,0,620.55,620.55,1,4.24,1,1.0,0,1,3.0,0,1,0.7928,Critical Risk (>=70%),491.97
CUST_000106,Consumer,Organic Search,Tamil Nadu,1,1,0,271,0,3698.1,3698.1,1,9.76,1,3.0,1,0,5.0,0,1,0.5308,Moderate Risk (40-69%),1962.95
CUST_000108,Consumer,Organic Search,Karnataka,1,1,0,543,0,799.0,799.0,1,0.0,1,1.0,0,1,1.0,1,1,0.8092,Critical Risk (>=70%),646.55
CUST_000109,Corporate,Social Media / Instagram,Karnataka,1,1,0,121,0,8598.0,8598.0,1,0.0,1,1.0,0,1,3.0,0,1,0.7851,Critical Risk (>=70%),6750.29
CUST_000110,Consumer,Paid Google Ads,Delhi,4,3,1,13,294,18953.2,6317.73,4,6.38,2,1.0,0,1,4.75,0,0,0.3402,Low Risk (<40%),6447.88
CUST_000111,Consumer,Referral,Haryana,2,2,0,233,132,4346.45,2173.22,3,14.65,2,1.0,0,1,4.0,0,1,0.5146,Moderate Risk (40-69%),2236.68
CUST_000112,Consumer,Paid Google Ads,Tamil Nadu,2,1,1,78,128,1019.15,1019.15,1,15.0,1,1.0,0,0,5.0,0,0,0.2939,Low Risk (<40%),299.53
CUST_000113,Consumer,Organic Search,Rajasthan,1,1,0,99,0,2199.0,2199.0,1,0.0,1,1.0,0,0,5.0,0,1,0.5458,Moderate Risk (40-69%),1200.21
CUST_000114,Consumer,Organic Search,West Bengal,3,3,0,615,70,4933.349999999999,1644.45,4,7.76,3,1.0,0,1,3.33,1,1,0.6328,Moderate Risk (40-69%),3121.82
CUST_000115,Consumer,Organic Search,Telangana,1,1,0,726,0,1799.0,1799.0,1,0.0,1,1.0,0,1,5.0,0,1,0.4777,Moderate Risk (40-69%),859.38
CUST_000116,Consumer,Social Media / Instagram,West Bengal,3,3,0,229,242,10147.25,3382.42,4,6.15,2,1.6666666666666667,1,1,4.67,0,1,0.374,Low Risk (<40%),3795.07
CUST_000117,Consumer,Paid Google Ads,Maharashtra,2,2,0,603,120,4896.2,2448.1,3,6.52,2,2.0,1,1,5.0,0,1,0.4086,Moderate Risk (40-69%),2000.59
CUST_000118,Consumer,Paid Google Ads,Rajasthan,6,6,0,289,249,26338.35,4389.72,11,3.44,5,2.1666666666666665,1,1,3.33,2,1,0.5953,Moderate Risk (40-69%),15679.22
CUST_000119,Consumer,Paid Google Ads,Haryana,2,2,0,518,141,4721.15,2360.57,2,7.28,2,1.0,0,0,5.0,0,1,0.4164,Moderate Risk (40-69%),1965.89
CUST_000120,Consumer,Organic Search,Karnataka,4,4,0,299,124,12890.35,3222.59,6,5.74,3,1.0,1,1,3.75,1,1,0.5344,Moderate Risk (40-69%),6888.6
CUST_000121,Consumer,Paid Google Ads,Delhi,1,1,0,230,0,2798.0,2798.0,1,0.0,1,1.0,1,0,1.0,1,1,0.8535,Critical Risk (>=70%),2388.09
CUST_000122,Corporate,Referral,Haryana,3,3,0,478,192,15812.15,5270.72,5,3.67,2,2.6666666666666665,1,1,4.67,0,1,0.3326,Low Risk (<40%),5259.12
CUST_000123,Consumer,Paid Google Ads,Delhi,9,9,0,262,429,45788.45,5087.61,13,3.42,4,1.2222222222222223,1,1,3.78,2,1,0.496,Moderate Risk (40-69%),22711.07
CUST_000124,Consumer,Email Campaign,Maharashtra,3,3,0,237,83,5346.0,1782.0,3,0.0,2,2.6666666666666665,1,1,3.67,0,1,0.466,Moderate Risk (40-69%),2491.24
CUST_000125,SME,Paid Google Ads,West Bengal,3,2,1,229,265,5848.05,2924.03,4,1.58,3,1.0,0,1,4.0,1,1,0.4878,Moderate Risk (40-69%),2852.68
CUST_000126,Corporate,Organic Search,Gujarat,1,1,0,87,0,1263.65,1263.65,2,6.35,2,1.0,1,0,3.0,0,0,0.8014,Critical Risk (>=70%),1012.69
CUST_000127,Consumer,Paid Google Ads,Karnataka,6,6,0,35,236,25510.45,4251.74,10,4.33,4,1.3333333333333333,1,1,4.83,0,0,0.3524,Low Risk (<40%),8989.88
CUST_000128,Corporate,Organic Search,Delhi,10,10,0,292,428,31488.399999999998,3148.84,12,3.28,5,2.5,1,1,4.7,0,1,0.4681,Moderate Risk (40-69%),14739.72
CUST_000129,Consumer,Social Media / Instagram,Uttar Pradesh,2,2,0,30,148,5995.1,2997.55,3,3.18,3,2.0,1,1,5.0,0,0,0.3294,Low Risk (<40%),1974.79
CUST_000130,Consumer,Paid Google Ads,West Bengal,2,2,0,471,62,11046.25,5523.13,3,7.47,1,3.5,1,1,4.0,0,1,0.3398,Low Risk (<40%),3753.52
CUST_000131,Consumer,Social Media / Instagram,Rajasthan,2,2,0,46,142,8920.15,4460.07,3,4.94,2,1.0,0,1,3.5,1,0,0.4035,Moderate Risk (40-69%),3599.28
CUST_000132,Consumer,Organic Search,Tamil Nadu,1,1,0,796,0,9098.0,9098.0,1,0.0,1,1.0,0,1,1.0,1,1,0.7629,Critical Risk (>=70%),6940.86
CUST_000133,Consumer,Social Media / Instagram,Delhi,3,3,0,236,253,8543.2,2847.73,4,3.31,2,1.0,0,1,4.67,0,1,0.3695,Low Risk (<40%),3156.71
CUST_000134,SME,Social Media / Instagram,Tamil Nadu,7,7,0,195,314,13308.8,1901.26,10,8.45,5,2.7142857142857144,1,1,4.14,1,1,0.5501,Moderate Risk (40-69%),7321.17
CUST_000135,SME,Social Media / Instagram,Tamil Nadu,1,1,0,294,0,9057.15,9057.15,2,7.5,2,1.0,1,0,2.0,1,1,0.8664,Critical Risk (>=70%),7847.11
CUST_000136,Consumer,Organic Search,Tamil Nadu,4,4,0,663,157,7510.799999999999,1877.7,5,4.84,2,1.0,1,1,4.25,0,1,0.4512,Moderate Risk (40-69%),3388.87
CUST_000137,Consumer,Social Media / Instagram,Delhi,1,1,0,362,0,9856.2,9856.2,3,10.0,2,1.0,0,1,1.0,1,1,0.879,Critical Risk (>=70%),8663.6
CUST_000138,Consumer,Paid Google Ads,Rajasthan,1,1,0,661,0,1898.0,1898.0,1,0.0,1,1.0,0,1,1.0,1,1,0.8784,Critical Risk (>=70%),1667.2
CUST_000139,Consumer,Paid Google Ads,Telangana,1,1,0,59,0,10545.0,10545.0,3,0.0,2,1.0,0,1,4.0,0,0,0.4295,Moderate Risk (40-69%),4529.08
CUST_000140,Consumer,Organic Search,Gujarat,1,1,0,281,0,2138.05,2138.05,1,4.89,1,1.0,0,1,2.0,1,1,0.8269,Critical Risk (>=70%),1767.95
CUST_000141,Corporate,Email Campaign,Rajasthan,1,1,0,285,0,1941.3,1941.3,3,12.29,1,1.0,0,1,2.0,1,1,0.8966,Critical Risk (>=70%),1740.57
CUST_000142,SME,Organic Search,Rajasthan,1,1,0,443,0,8999.0,8999.0,1,0.0,1,1.0,0,0,4.0,0,1,0.654,Moderate Risk (40-69%),5885.35
CUST_000143,Corporate,Paid Google Ads,Telangana,2,2,0,4,136,4782.05,2391.03,2,2.41,2,2.0,1,1,4.5,0,0,0.3549,Low Risk (<40%),1697.15
CUST_000144,Consumer,Organic Search,Karnataka,8,7,1,4,283,36397.2,5199.6,14,7.61,4,1.25,1,1,3.88,2,0,0.4291,Moderate Risk (40-69%),15618.04
CUST_000145,Consumer,Paid Google Ads,Delhi,3,3,0,195,98,4894.0,1631.0,4,0.0,3,1.6666666666666667,1,1,3.0,1,1,0.6014,Moderate Risk (40-69%),2943.25
CUST_000146,Consumer,Organic Search,Haryana,7,7,0,336,307,33327.85,4761.12,12,2.97,5,1.0,1,1,4.86,0,1,0.3378,Low Risk (<40%),11258.15
CUST_000147,SME,Organic Search,Uttar Pradesh,1,1,0,80,0,4897.0,4897.0,2,0.0,2,6.0,1,0,5.0,0,0,0.3193,Low Risk (<40%),1563.61
CUST_000148,Consumer,Paid Google Ads,Uttar Pradesh,3,2,1,18,179,10794.05,5397.02,3,1.59,2,3.3333333333333335,1,1,4.0,0,0,0.3703,Low Risk (<40%),3997.04
CUST_000149,Consumer,Paid Google Ads,West Bengal,3,3,0,488,189,11659.1,3886.37,6,1.86,4,1.6666666666666667,1,1,4.67,0,1,0.356,Low Risk (<40%),4150.64
